"Country","Model","Train_MAPE","Horizon_1_3_MAPE","Horizon_1_5_MAPE","Horizon_Full_MAPE"
"Austria","ARIMA",0.00350394435635458,0.00482184731358186,0.00931500772766473,0.0260922507607825
"Austria","ETS",0.00393860691410891,0.0108918137445432,0.0122099592457377,0.0100629431879849
"Austria","Theta",0.00751254344527569,0.00931207146210462,0.0123147575511038,0.0112718135942449
"Austria","NNAR",0.00259186017354879,0.0129298860897533,0.0131495790723669,0.0109429716909679
"Austria","ARFIMA",0.00459305634736179,0.011392745316463,0.0220130176932768,0.048031082991762
"Austria","GP",0,0.0120340823691317,0.021752453308854,0.032601412393949
"Austria","GAM",0.00217014975763664,0.0134988566171884,0.014277636981035,0.0112642258161923
"Belgium","ARIMA",0.0128620747457211,0.00885805093847006,0.0183618966840169,0.0514186722935947
"Belgium","ETS",0.0132271883142097,0.0213389056600254,0.0197753806528395,0.017253096220402
"Belgium","Theta",0.0149679601165494,0.00905113752865377,0.00843473803806157,0.0251133689132781
"Belgium","NNAR",0.0064391294972484,0.0218335079454802,0.0213992768763909,0.0173527038737527
"Belgium","ARFIMA",0.0158672994521829,0.0105428719171026,0.0119005209873945,0.01209113765736
"Belgium","GP",0,0.0183544549636753,0.0344593959583631,0.0706889585816086
"Belgium","GAM",0.00862209537726455,0.0227812042293434,0.0209901571290071,0.0181555021414841
"Denmark","ARIMA",0.0120222669443458,0.0216400295474667,0.0417757608165821,0.0720473858185823
"Denmark","ETS",0.0121039641708195,0.0202902162735051,0.0401149906728655,0.0697757076380384
"Denmark","Theta",0.0159676617513063,0.008337127204603,0.0215765012912892,0.0381341463963751
"Denmark","NNAR",0.00570764450151902,0.295647708943229,0.303156418729249,0.313137372128551
"Denmark","ARFIMA",0.0171839163472015,0.00548254749918149,0.014452940685705,0.020939825497507
"Denmark","GP",0,0.00826110218546604,0.0108735749989842,0.025080131610005
"Denmark","GAM",0.00829501268294681,0.0784469394712495,0.126150886524976,0.211208130970276
"Finland","ARIMA",0.0145658302548916,0.0210228713261222,0.0280496733023026,0.052321910801789
"Finland","ETS",0.0172628100654316,0.00175933290540966,0.00284777512668505,0.00597378161612227
"Finland","Theta",0.0172199589521132,0.00652786821651255,0.00639053313423539,0.0159524682434884
"Finland","NNAR",0.00165289710809489,0.0604523343782933,0.0736880021541189,0.0814735244265649
"Finlad","ARFIMA",0.0181110557218001,0.0111902123209417,0.0210429539797158,0.0299332071901739
"Finland","GP",0,0.00370411467310751,0.0134717729189189,0.0146412267962386
"Finland","GAM",0.0114828239894144,0.0262144035503078,0.0522233265932973,0.11817138646303
"France","ARIMA",0.0122584900847488,0.0107290259108476,0.0198168836227358,0.0320469907920501
"France","ETS",0.011075526505613,0.00498089355434453,0.011360820631996,0.0197682439217909
