"Country","Model","Train_MAPE","Horizon_1_3_MAPE","Horizon_1_5_MAPE","Horizon_Full_MAPE"
"Austria","ARIMA",0.032884583904864,0.0581522962266084,0.0854267757170385,0.0857570501294977
"Austria","ETS",0.033214625082984,0.056615301594328,0.0838501641707047,0.0841799588507085
"Austria","Theta",0.033214625082984,0.063912588029306,0.0948835236136296,0.108733743086735
"Austria","NNAR",0.0334615678288582,0.0895021466498929,0.116942959282313,0.117413838584504
"Austria","ARFIMA",0.0336105596931612,0.049802484589497,0.0731226212239141,0.068839717112404
"Austria","GP",0.00000000000000000388073684102498,0.129872177822535,0.173687229999807,0.207890925197656
"Austria","GAM",0.0268522658843751,0.0282467006881609,0.0391022322204904,0.0615211012504213
"Belgium","ARIMA",0.0726915968816951,0.120614714117532,0.122178084188419,0.0909048191777879
"Belgium","ETS",0.0855420982087055,0.140276727726834,0.162355431541534,0.108943287379928
"Belgium","Theta",0.087996159865595,0.147291400223518,0.171557067468292,0.115107498194213
"Belgium","NNAR",0.0586460215700635,0.143393760483861,0.17536100036171,0.129361748007163
"Belgium","ARFIMA",0.0732158450157169,0.122858513138489,0.124137831039032,0.0915757632072332
"Belgium","GP",0,0.160729397454563,0.187306400293524,0.128275905491257
"Belgium","GAM",0.096648836571432,0.160717690459135,0.187293598070101,0.128266114750967
"Denmark","ARIMA",0.057782242374126,0.048246429173859,0.0657479089485675,0.0663542217913258
"Denmark","ETS",0.0579236494698311,0.048238200904495,0.0657395433003526,0.0663458513838242
"Denmark","Theta",0.057761458655586,0.0584036590831774,0.0812952718800657,0.102272697410854
"Denmark","NNAR",0.0542009373404616,0.122812924602463,0.146472381356713,0.155249501506306
"Denmark","ARFIMA",0.0503421974006186,0.0338331614264931,0.0309816559919653,0.0382365319096684
"Denmark","GP",0.000000000000000028805360631056,0.145253066287914,0.177478001546437,0.221220611317211
"Denmark","GAM",0.0698804857853123,0.0327725745801375,0.0302358750723773,0.0695857787088057
"Finland","ARIMA",0.0534665579633809,0.0559122595764274,0.0846436429849287,0.0912054168482234
"Finland","ETS",0.0538077373905504,0.0518116471918396,0.080431452895316,0.086967744251968
"Finland","Theta",0.0535425819298725,0.067555684287796,0.104109794199081,0.140137209987688
"Finland","NNAR",0.0273753838527033,0.183605768643582,0.242947438042946,0.284950689188363
"Finlad","ARFIMA",0.0557314415950295,0.0285926806855958,0.0434901131870272,0.0329063095274246
"Finland","GP",0.0000000000000000499046974906661,0.109630352526369,0.167215301184344,0.241672578976021
"Finland","GAM",0.042186875540422,0.12087302409469,0.159162007521061,0.397314559698452
"France","ARIMA",0.0341038352253177,0.0731675059968431,0.112540115540475,0.132424264388043
"France","ETS",0.0341251481516694,0.073158413517667,0.112530689474389,0.132414669852256
"France","Theta",0.0340806106108558,0.0770151886755999,0.118625853990191,0.146732092773901
"France","NNAR",0.0216672231153083,0.0896483676772941,0.120333448779109,0.174082660552184
"France","ARFIMA",0.0340662632173402,0.0666615399932794,0.100577704301172,0.107671342318874
"France","GP",0.0000000000000000131761222717169,0.13463513288608,0.17344478052009,0.201851267760714
"France","GAM",0.0313205510799445,0.0279329777113729,0.0290637295940722,0.154074935838587
"Germany","ARIMA",0.0257465747434241,0.0317356119048866,0.0472226431922529,0.0586348460177295
"Germany","ETS",0.0313651998082101,0.0585949220380875,0.0856916710035804,0.107670000620818
"Germany","Theta",0.0313278859770564,0.0597796787192649,0.0875321880494266,0.112032254196541
"Germany","NNAR",0.004509472801083,0.0387248270024514,0.0519388632368127,0.066069683816162
"Germany","ARFIMA",0.0257393676361658,0.0314984649656257,0.0469465678632199,0.0583229356881857
"Germany","GP",0,0.0323384040128031,0.0600139360284316,0.0864414109409745
"Germany","GAM",0.0347946502639774,0.032338450929397,0.0600139945253918,0.0864415118534857
"Ireland","ARIMA",0.0639471652574443,0.0766525139139161,0.0853801844775304,0.153716804735498
"Ireland","ETS",0.064456601272595,0.0766615830796051,0.0853825883730714,0.153713563844224
"Ireland","Theta",0.063931952212355,0.103361420635213,0.0981979154931554,0.100098727792895
"Ireland","NNAR",0.0375696214023456,0.541704402253337,0.527701631823026,0.320570234403883
"Ireland","ARFIMA",0.0671760672810256,0.0413004242397271,0.0781749758671059,0.170778791332974
"Ireland","GP",0.000000000000000118604818035118,0.32389735094214,0.333809907444403,0.347171041785748
"Ireland","GAM",0.0601457998084519,0.366602915221946,0.575871027094297,1.25388628434146
"Italy","ARIMA",0.0441951779255436,0.191106154487243,0.234266052387786,0.235571827111575
"Italy","ETS",0.0439689752943379,0.188962255863153,0.232044469297558,0.233347893728199
"Italy","Theta",0.0441432360102548,0.202717746494603,0.253097976003886,0.280284557706536
"Italy","NNAR",0.0357360781314173,0.256146166066986,0.324100677323875,0.343485008973882
"Italy","ARFIMA",0.046276944425705,0.176821638481519,0.216013367012609,0.207453818006641
"Italy","GP",0.0000000000000000362291494191342,0.268919416356948,0.364053063687512,0.475383952552318
"Italy","GAM",0.0352401388763729,0.0443961563301144,0.0418889747369994,0.198838061343918
"Luxembourg","ARIMA",0.0759133117515609,0.181220815039777,0.134462502420236,0.200829102792327
"Luxembourg","ETS",0.0922764320519176,0.244214696616912,0.228933155444601,0.234531991471897
"Luxembourg","Theta",0.0821621383111486,0.104398446252535,0.085869275116238,0.177595339400259
"Luxembourg","NNAR",0.0376145480740718,0.106987927944451,0.13249998257637,0.213360605564832
"Luxembourg","ARFIMA",0.0765518030405029,0.109397551743387,0.0878050013898743,0.202439166110835
"Luxembourg","GP",0.0000000000000000657516241460352,0.132336132593345,0.10323281492774,0.182752527679951
"Luxembourg","GAM",0.073080283940403,0.196893696270319,0.179631935156548,0.210059939809089
"Netherlands","ARIMA",0.0378696346903412,0.0803586723912328,0.088571329178372,0.0780824430026435
"Netherlands","ETS",0.0379155035873971,0.0803526878007604,0.0885652990943161,0.0780824365803956
"Netherlands","Theta",0.0378479577686338,0.0867799997309791,0.0983179533261779,0.0686088803767476
"Netherlands","NNAR",0.0306054846974872,0.123884022248264,0.112518423427534,0.0820062318444708
"Netherlands","ARFIMA",0.0382809762628471,0.0558523536478002,0.0536692538664503,0.0976895783203691
"Netherlands","GP",0.00000000000000000545764582676049,0.117125836869002,0.128654328405194,0.0725319418190977
"Netherlands","GAM",0.0374002975631198,0.0369795807280737,0.0298236238545871,0.124355183600906
"Portugal","ARIMA",0.0541644560463345,0.371816617309044,0.357689475737928,0.297582515456771
"Portugal","ETS",0.0542388249716257,0.371837148318228,0.357709795316174,0.297601935456649
"Portugal","Theta",0.0541425400381977,0.402835739702584,0.402739085737475,0.395047133631654
"Portugal","NNAR",0.0326437515012145,0.500036654072775,0.548886968024364,0.678817277940835
