"Data Source","World Development Indicators",

"Last Updated Date","2025-12-04",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Australia","AUS","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","12.970988323101","12.3812233285917","13.9187138119062","12.9828939842978","14.9122394240271","13.1973786324049","12.9106344584342","12.861925609801","12.2770378992776","11.9344202234842","12.9545331382431","12.639635399896","12.8041662925384","14.1303038818193","13.1289034673558","14.2584484113619","13.5010618003815","14.0003118341043","13.6066400784321","14.2884811331082","16.4121116674343","14.8871094775532","13.5187080632321","13.5729143569113","13.5568315293435","15.2218867700199","14.9723047436512","15.4571422585083","15.952825480156","15.1175735853155","15.1147878814835","16.0283821135862","16.6582404082404","17.5396023222257","17.97212703352","17.870669522392","18.8901429006237","19.127482417612","19.5575656778223","18.2947441891133","19.3902280759468","22.1523263999819","20.7266612553969","19.0572127285496","17.1624682179729","18.224372786193","19.8535392187758","20.1835039296691","20.1488773165122","23.0109850559796","19.7962619659869","21.4372472346938","21.4931586992533","19.9765688678184","21.0876033946651","20.0661262864303","19.2787442533207","21.2566174818153","21.8940905352475","24.1596779983146","24.0267391579698","22.0566759771447","25.5315880289865","26.7992411333458","24.705209306537",
"Austria","AUT","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","27.4994677453694","27.1416645446616","27.0365649935123","27.0252205546231","29.2288546320965","28.2051095725591","28.8655879110229","28.0638790453153","29.2295806762259","31.002205699374","31.8176962179476","33.1304274867675","31.8663113136246","30.5980468876421","32.8798022396179","35.0586407168778","32.1235372736238","31.5297015800177","33.2009694906574","35.1528911445186","35.8377852549483","34.7265065316097","33.2856424443417","31.5876218892673","32.2849892247045","33.6650009227647","34.4377355805807","37.2144335874111","38.5615906228388","39.5093125883092","43.591091462861","44.8518101806208","45.6510533943756","44.8257225915126","47.2191991038628","48.9511516701756","51.2031559330564","52.8904832388178","53.5983913417575","45.4869106822459","51.5839821122491","54.2920768831722","54.325492441456","53.8898209853854","53.8561570961341","53.3960122723239","52.6634020833052","54.3260296753968","55.7022394735073","55.8958073929339","51.6630899700616","55.9533597032853","61.9626734104832","59.4645666223774","56.9234364188164",
"Azerbaijan","AZE","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.8608458390177","45.6586826347305","86.2036057343209","57.4624203821656","24.7211102215105","32.4866435467242","24.9286393910561","29.0346072254061","22.6995291518921","27.9701199968213","40.1708314787732","41.4986078711716","42.7678350515464","42.0065766459106","48.7890084640454","62.9411060091835","66.5041448400209","68.1289116905555","65.7761378471842","51.6357456848728","54.3047215353821","56.4269805307016","52.9746801915106","48.4158330755216","43.2735566584935","37.7947774917249","46.4276493913136","48.547864732761","54.0922938620586","49.0506275016423","35.6235558660257","46.4887471674792","59.9868480668076","48.9964135000536","45.9025463640897",
"Burundi","BDI","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","12.4999996173469","12.9310349923561","13.1147537297961","7.51879705708956","14.0939592991307","10.3479635040849","10.7761598187395","10.8005897057881","10.2956955708047","9.65871537583368","10.68877683141","8.4357498971691","11.7344434462895","11.0161732039696","9.75339745122198","8.27564572417933","13.7264838813102","17.5956102292697","11.7076927839069","14.1626446403038","8.80938056475716","9.14335050943539","10.2119749972585","9.04558008305351","11.5040069052475","11.0266191611848","11.7232284021253","9.74490293553833","12.5907700508015","9.74574398986099","7.87299229412311","9.91737770059179","8.74918052248067","9.38196084636915","10.2717650485534","12.9263428540091","5.8203210186241","9.83547257876313","7.99975012493753","7.57575757575758","6.3189705942566","5.17920216470328","4.68580418118256","6.38141402548028","6.95274828690709","6.20000016552948","7.3","6.80000013631119","10.5000002616241","6.60000027378395","9.70000163931346","8.80000028373483","9.69609531952923","9.09525606883305","8.6960211937924","6.41727356534236","6.38452218976084","6.02657432870477","5.6856543143069","5.17203999926172","4.54932000033401","5.00028999994313","4.9710985076333","5.28894769459975","",
"Belgium","BEL","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","44.9562764917152","43.7674630949661","44.1372779894459","48.0319438554395","52.8933580553858","45.91603656753","48.5543828576666","47.5072502227347","45.761644179143","49.9224384979483","50.117280484132","54.0635220572788","58.1033118064771","60.3956265804625","64.4123516780532","62.4543274172181","57.2830498325525","55.8677630684447","59.4080832438795","63.5667489352734","61.6136909555393","60.2296548828746","58.8089303317393","56.1077411574797","58.4249593454229","60.1143717180605","61.1923909558718","64.7865810804479","64.1743450154283","64.5630595160862","72.5473951580567","71.6119589202939","70.8312976956765","69.0365085088844","70.906277447218","74.2828289213953","76.8049970552189","78.3018047028263","80.8806199752035","68.5960770690546","75.8282898692443","80.2713643518839","80.0489721342421","78.9114134413606","79.3965205800202","77.8777392199991","79.6181317071952","83.4444050525116","83.4830567161373","82.9674275396401","79.1968705613294","89.6253551052155","95.2395955015917","84.1806318555753","79.2199111409925",
"Benin","BEN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","6.12391381286847","4.58348954869937","3.51782319655902","3.8213602129436","5.13733827248161","7.2675630638551","6.84654487020172","7.66582205030885","9.33464258694558","11.773219224993","15.1765798315404","17.7857985904456","14.3844022140076","15.6619756505168","14.3167561354656","14.528245927767","12.9912463096923","16.1789026141378","16.5250882129923","17.5163794748371","15.8165128794143","15.9305004610493","17.7710358297085","13.7642891939421","19.5793753212443","23.6526183539095","16.6759209455033","15.2675281201641","13.8037392116767","13.4954289813034","19.181303010653","21.0024860627473","23.2391480496458","22.4643830367555","28.3270186172953","27.3689425027528","26.4988115545834","27.1761345944549","27.0929395510065","23.0095307947819","20.6053025489554","19.8685788115524","19.726610778332","18.6442972500831","18.5135475659125","18.483639980467","18.057925712964","22.0428531154363","22.14072026628","19.9279668393882","23.0720480670551","20.8496515031216","23.8967368670133","27.570565319312","31.4308411236325","24.7204512110389","27.6067880711982","27.2055947818832","27.2742306189085","29.6305271935478","19.8724704276524","20.9188061754733","20.8153300474458","20.003519091069","18.84015691814",
"Burkina Faso","BFA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","4.86196544713728","5.42888603877752","5.53198369723123","5.57949208143702","2.7988361825163","4.65259654312259","5.05173084981366","4.92850623155942","6.20473814688316","5.8172137405641","5.45524023286333","5.51146751662156","6.39972719517896","6.31179758031174","8.32076317273408","7.34825434792999","8.20525244540593","7.9602668654066","7.46841921604806","8.24613438701797","8.95052102371656","9.27641060746417","8.19571612776259","7.88414939830604","10.960913625855","9.92146469411376","8.99056313376556","11.3588168034253","10.9987001866015","8.74886259200754","10.9666914119517","10.4475484424359","8.8464803686211","8.95154328138584","14.2016211454196","14.1405565399915","10.5636052055707","10.8125309984677","12.8081030220056","8.35400550573099","8.8447174852677","9.0440827674193","8.86536563219181","9.22043165840572","10.8815873012951","9.84184747809064","10.9568635027021","10.3485422167992","10.1493270523848","13.7889708614234","20.5158488554008","26.1955005196271","26.5980854179657","27.0769854530325","26.932004154154","26.1076455357024","25.915964804251","26.4523856350501","28.0789061419219","29.2576956572794","31.7768656908663","32.797073516181","31.744842886064","28.8622955091639","28.4873274256098",
"Bangladesh","BGD","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","9.99668529799247","10.7823534063335","10.7467512833228","9.98348512216024","10.0284124165217","9.66271640919629","10.2842808274445","9.30614212330159","8.33080893013733","8.14599241256528","8.31311289260521","6.29148731724424","5.6747304028231","6.53940933400325","3.70107546471338","2.89507889386174","4.74608176819018","7.04075196547742","5.55766316100946","6.10921948081309","5.49428379105126","5.13086315280464","5.07529986612758","5.60384903116941","3.39625513455005","5.38447860037049","5.18293196330185","4.99004963895921","5.42830096531266","5.54014371794136","5.90831648660892","6.66261196863293","7.58667691037111","9.01726903574974","9.00154364628231","10.864634213863","9.70650764952346","10.5203705573506","11.7573312287186","11.7586423857313","12.3442012279919","13.3865592080649","12.4099689322019","11.4311486959413","11.1465089461353","14.3928418979283","16.3534635652888","16.9953348464905","17.6588584820757","16.9401329056133","16.0241126856916","19.9220749554939","20.1615888640625","19.5378741098798","18.9896599950107","17.3366737865485","13.9212044814459","12.8197468906003","12.6747879443391","13.0947573353039","10.4427880616037","10.6627789004134","12.8822264348985","13.1571638341204","10.4611880382843",
"Bulgaria","BGR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","35.7078050482727","35.6384355453304","34.2829076620825","37.1482428072153","40.1311614131585","42.7951269047992","40.0336395168459","40.7852991817975","45.5656654957217","46.4205946557788","33.1191920794173","43.4782608695652","47.1115537848606","38.2067581130813","45.0475646879756","32.3395342237886","48.4970548282482","49.5761875420895","41.9413456624665","42.7497878044332","36.218856756011","34.8813174225009","33.6473037196123","34.4169458788193","40.9566402727565","42.5295657507757","46.9778786308931","52.3550343456585","52.4776590469711","42.2188500872454","50.0980449379877","58.7882075157955","60.3462746942784","64.5649786514052","64.5508109503852","63.7864172382015","63.8609305294392","66.9905214172473","65.7651341270555","64.1822870820611","56.4240717235265","61.8206573108003","69.9770907029936","61.8853159708659","55.8071638055329",
"Bahrain","BHR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","109.148799438653","115.323708935018","104.639942237832","85.0281149133528","84.8560572339871","89.50271349291","86.8122064533917","90.0287794411736","83.8462297823528","86.753663343202","101.627081964958","74.7571406146746","74.2108438818191","73.7646092157904","71.4064825255772","72.1076564551807","77.3166979888113","69.5451087757575","56.8165441788063","69.3608276441722","79.1806670285974","73.6107613220545","72.5085662959225","72.0630719982325","78.6051459613386","83.8940482059345","84.6389442624741","79.6795292320647","82.5773483806233","68.4655938651118","66.7027150376276","95.6363487649272","98.265636232926","100.826651632348","92.2255357196123","79.3441035722346","70.5882906981125","72.2538621389219","75.7153726820796","73.0944239873751","70.4544358235096","86.2742186726683","95.9613654006004","87.351143952571","",
"Bahamas, The","BHS","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","82.6507713884993","82.6645843344546","68.8717258403469","70.3811877480716","67.3817034700316","65.7859722486219","66.5685595567867","63.5882612316888","64.7907986724178","63.8179979777553","61.3227730774787","","53.8314826910516","54.160770688566","50.9510921971226","50.247024766806","51.9666882276843","51.0214789812826","49.549139690872","48.0376835688556","36.8804047779975","34.6571601675345","36.4568895621607","38.0475628585261","34.0725886439131","36.175454557738","35.8102341689881","38.215231096961","38.7598869482117","38.3092773365463","40.0919541095878","39.4936348090443","34.190679986696","34.9532873206178","37.4352685331837","38.1273086825118","39.8566150850095","37.3629826467129","35.8315874839494","32.8518883249585","31.7259719287533","35.251809785322","34.9807938540333","23.2736992434769","27.9712552961701","37.1589142824247","37.8114502367185","37.7835884998232",
"Bosnia and Herzegovina","BIH","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.4482894219426","20.4117390235021","23.617706247983","27.8336349003353","27.3031972254601","27.6439467786027","21.883818745472","22.0687196480326","19.1260121626731","20.5879852303156","22.5362423993153","24.3164228910803","26.2583452015481","27.1015554443826","26.8480689241931","25.0093787853569","29.6955421868204","32.0359718110398","32.3505414379409","33.7430468198782","33.9891201082484","35.1148756307611","35.9087093866022","40.3244111739223","41.9845635628313","40.0400711149533","34.1814921420484","42.5733214368127","48.307102350834","43.9317500098107","42.8209562840181",
"Belarus","BLR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.9584295612009","33.3333333333333","59.7826086956522","67.6142131979695","71.2696004046535","49.6651647817599","46.3498037416792","59.8598805986424","59.0511292994057","59.2033413701759","69.2108213448948","66.7476067360771","63.6275159440361","65.156379906358","67.8863333586708","59.7978087236099","60.0613117690842","60.9430527153212","60.9377552183976","48.8764618241933","51.3728853529564","78.4653615193087","78.7769072783938","58.3335781066769","54.941004057247","58.0107665670743","62.5093471231924","66.7896002012327","70.4550452625374","65.0945839929757","61.0120971835577","70.8317550415821","63.0511868938428","66.0267285714941","65.0639450286877",
"Belize","BLZ","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","34.5663080808081","32.5877441994247","28.5447388855361","29.1880745756246","37.4201336318237","29.116805081796","33.5022414125201","37.169499056858","38.219620832839","35.2097331500713","40.84803070456","35.9236308825992","41.0053859964093","38.453875273959","41.4994173248738","40.1684878823027","41.7229828994535","43.7943668422258","43.1414739107047","44.0389902524369","42.8483624550004","41.8656207366985","43.5865504358655","44.5412178164871","42.260056394332","45.696464286925","51.7864437670867","50.5535703825201","53.8271320950026","45.4249333728161","50.7246376811594","56.867628143729","59.5736880695506","56.0816627721068","55.4893019992985","51.5720115820433","47.2948843853227","49.7948197502537","51.5643737054399","51.8569693924549","37.7169150941087","47.7370845469005","53.2722099272842","55.292084712327","",
"Bermuda","BMU","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.7949927394964","52.5392419809555","50.5125436879565","51.6131910947459","51.1612432078139","49.9708394613543","49.3300565760921","48.5381492501872","51.4791563825902","51.7434243981752","47.134651225055","47.9001272558699","50.2988488872967","50.231290829656","56.3105498763947",
"Bolivia","BOL","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","16.2089752176825","16.3998357963875","15.1492397221701","16.9804741980474","20.3001701995977","21.4623955431755","21.2578616352201","22.4969372981401","19.7802197802198","20.4183266932271","24.5985763946367","21.3890596189305","21.1124401913876","27.7144666033555","35.2924380145624","25.9383183008438","27.6766605081676","26.7741286136789","22.595143746177","24.1747034696819","24.5274539587809","23.2663260926749","29.0643788798214","28.3167867521197","23.6548634386039","19.0499334729456","21.324012266832","19.6304753728154","18.767446879255","22.4982161104834","22.7769821388572","21.4793468638824","20.0457617754806","19.0807651898888","21.6633117424271","22.5514216225024","22.5818705788073","21.1106028890051","19.6986848946719","16.8808993524959","18.2747449737713","19.972149230267","21.6344550841802","25.6007344519017","31.1383905185998","35.5481429306567","41.771714268103","41.7956567530236","44.9065559925589","35.7226248254274","41.1874561416131","44.0917018533308","47.1661966249317","44.0924795250944","43.2930879909317","30.8682960291245","24.4880055394464","24.9041443675799","25.9887950588635","24.9672622840166","20.2725897857053","27.8253459097756","32.6115548527874","25.5322398177202","",
"Brazil","BRA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","6.28181356216762","6.42021675517618","4.00847871772255","8.93314544401188","6.46099666497353","7.50316443059153","6.53020390757968","5.67719217542334","5.99087444407956","6.67156538418794","7.02942560498826","6.45722050038782","7.27211396407972","7.84487342902518","7.67312781088189","7.21800682637617","7.01316307160746","7.24526115542366","6.69298607932397","7.24078004876568","8.96239487326747","9.62284037096842","7.90048452532258","12.2437555659291","15.0354125354877","12.9485790961438","9.21727907000127","9.82848202733551","11.6673585476931","8.92960967188901","8.1972364845005","8.67763659887868","10.8683116605935","10.5032716554144","9.51307642702004","7.52887503847073","6.73020968312685","6.98364957530895","7.03050033871807","9.5648982609794","10.1880480043795","12.37171066993","14.2305902713775","15.1807837086861","16.5457615119353","15.2438292665623","14.3743163038801","13.3276751040789","13.5340005128387","10.8513711347491","10.8655847752557","11.5825126785455","11.8775390704316","11.7422306460189","11.0119428190539","12.900191418386","12.4666790429968","12.5189678698768","14.6349994955075","14.1229191913178","16.4535520094071","19.1094303688709","19.6307650034371","17.9693243032741","18.0146799833275",
"Barbados","BRB","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","41.6806816307368","42.1469692722291","43.6283577621182","44.5433156406127","44.9891717664632","44.0967426564454","42.6255099293787","43.4157614398238","42.6520829279949","42.808373440627","","","","","","37.0292237094454","36.026543425045","39.2749848435347","38.2613643499199","36.245544905184","32.2800214040951","36.7143398730075","40.0067514181615","38.1379742232491","36.8356754986621","40.6972280708545","56.9702963778436","57.9295715893463","56.6559739302734","58.4208886086276","57.7661849453707","58.5718065853031","60.1605717677988","56.9641140279522","65.9431408995092","59.7036048188459","67.4082522735034","69.5063427344544","70.1597309958374","68.0441177749269","68.177101904531","52.2130112999105","49.5777773330629","49.5733065162321","51.9332397479681","57.9460406090157","57.3561113668496","80.1689108263479","86.3893570088471","76.7032024347733","74.2982844367187",
"Bhutan","BTN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","14.380477343088","16.2434061617107","14.4310209819253","12.7440645062992","13.6403639325243","15.8143979086256","18.5662411276266","24.5570179073681","29.2704117614086","29.2371207225325","27.9616719301099","33.4596753116132","33.3950994352653","32.859302834155","30.875962913691","39.4058307240615","37.0068223521095","37.3014697549024","34.3296793518192","32.6549090148802","28.0014111590781","25.2417137581544","22.9202319620156","24.3568394131845","29.6518401624113","36.4043942963452","51.8129303116649","52.3571269654224","46.598977305103","42.46629308784","39.3870452376357","37.9232018736818","35.7881097866179","37.4343659431634","34.1893414068432","31.5360910045004","27.1228339132394","28.4464080232377","29.1897191930732","31.4575032617598","28.0656355144502","29.1987406924537","25.4988399587876","28.3283362040587","",
"Botswana","BWA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","26.2756360317336","27.2163229897131","27.9260392616513","28.9944433433896","28.8110098258944","31.7073170731707","29.2682926829268","24.6138479648985","23.0526315789474","22.7722772277228","24.6555474981871","33.1497797356828","37.3721479150275","38.8315137208616","40.9232988699207","43.5941366837997","50.386398763524","50.9007232084155","52.0605378873095","54.1230170607602","53.0592444363592","49.7050639955481","54.5619826802545","62.0834467472878","60.8112721517023","66.2910488224616","68.3308494783905","75.129565085619","70.5219405269035","59.2245978546885","55.0554070628939","53.0295141611517","48.1795630951428","47.0957972005807","47.8223986846938","50.8364978420338","53.828444483056","60.8807385501806","49.2891721003754","55.1972682896055","51.8318100701299","48.6576082380348","52.1574267782427","48.8268578340104","49.6137877815052","52.9235535447696","51.7808267603935","56.479962927168","46.946904660995","35.8336618587618","42.1443315144427","44.2363979167201","48.11502383229","61.3797617461963","61.2829678934065","53.0908973428197","54.6113547604529","42.9200424885539","44.2281439237392","37.0878176552067","31.2903662787721","41.9125521638064","43.5436117786863","32.2498582865187","26.0469933952779",
"Central African Republic","CAF","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","23.2727244800003","26.4900657865883","24.5901651330286","25.2365924230513","28.4482693940755","27.1002682926829","28.3505154639175","26.302729528536","34.3122977455347","27.3346641223215","31.9384978942049","29.7992329420796","24.9348006859663","28.6180418550823","27.7368238884878","21.1303465778896","22.1868662621573","25.2043976967514","23.4203176328111","22.4325673617578","25.2215452197355","24.3834499934688","22.1777521315576","24.1489993098706","23.3939942580609","22.0085189617676","18.1864262428373","17.8441411639543","17.7447524605306","20.3038863512806","17.0674688659163","17.5866710245595","16.8656999970566","17.0995545466345","23.3994108884074","22.2209449568474","21.4703862760844","26.8842802618525","22.6568865727558","19.2236502785935","20.3722135905975","17.1572538375263","15.96270493648","18.2360038377682","13.997917508823","13.3627533256972","14.3160051485309","14.1153274204234","11.0036647020449","9.84164990187971","11.6258010719319","13.127820098599","11.5501330018626","14.9729547921906","16.6757875879937","17.0676606236635","14.8218796578137","17.2597737600181","15.9400300007701","15.7553800018083","15.1724799997493","13.2274599967551","12.3004999986493","14.4408262093734","15.4569738337124",
